Hans,373,0.6273644267713729
cstapels,394,0.5972823500633231
Vinod,222,0.5790533552298426
turgo,69,0.6134436532207175
mnaveed1,25,0.48272002458572005
piajola,87,0.6401033750895989
mbrizuela,3,0.6238788366316667
mprolo,11,0.5244328162887183
CorBee,30,0.5899652739365798
skydesign,2,0.6035833507775
lee,447,0.626042253352374
frazelle09,5,0.793532693386
rw950431,262,0.5181809494285872
johnmx,3,0.2130423982938
Adarsh_Murthy,61,0.5215050372921082
ntallari,1,0.967254042625
geo3geo,7,0.6484651735851428
gabrielb,8,0.41472754627466246
vorms,7,0.7081169656344285
rayellam,11,0.7336340113119092
ma11en,2,0.8556601405145
Jeff Goodwin,3,0.778779188792
JChristensen,35,0.4357376183782257
mcdonald_ajr,1,0.813423633575
chrisjmears,53,0.5052803220614338
cotixtof,1,0.5
elaghouh,1,0.735921084881
maximelanoelle,2,0.839790344238
yohannes,1,0.767257511616
pantani,2,0.5
AnnaLB,2,0.802336722612
eplantes,16,0.5212841238826226
Syed_Tauqeer,1,0.5
JasonW,34,0.40389049053195
SailSenseTech,4,0.23884874582282498
KR46,1,0.804695367813
oassali,1,0.825968742371
Bird,4,0.71159376204
MrFrames,2,0.5
vinaykushwah24,2,0.24098165333299998
gabacca,1,0.5
aj8uppal,1,0.742578625679
x23,1,0.130853027105
bulletprooffool,1,0.5
rodri,19,0.708042932184158
rakshith,1,0.772139132023
autoDood,3,0.6015382905800001
jasonvanwyk,2,0.493208870292
benduino,2,0.6959213614465001
petetron92,1,0.5
rajeev.piyare,3,0.180284390847
aodhgan,1,0.5
B0gy,1,0.748764574528
joshuasimi,4,0.5
notforyou23,8,0.563908308744375
gerald,20,0.65585349351165
mehmetemin,1,0.851105153561
ozymandiz,3,0.7218126654623332
lucky_picasso,1,0.5
eruca,3,0.289829393228
gadjet,3,0.6683368682863332
laurie,1,0.5
crichtoniano,1,0.5
sarkatmorgan,2,0.5268566161395
pmichael,1,0.5
tlombard,3,0.289065549771
nicox,1,0.5
benni_75,5,0.7127740740774
kevinhisko,1,0.5
DanielaES,1,0.5
cherrick,3,0.5905082623163334
soccou,1,0.5
rossoreed,2,0.6893146038055
coppenss,1,0.752745866776
stan001,3,0.5667067269483334
jamilm9,3,0.606065094471
nickv,2,0.331825196743
Sindono.com,3,0.46375418702766663
Niraj,2,0.2889653146267
seales,10,0.6161990493537
deokumardas,3,0.4964128037293334
raylockval,1,0.5
arclary,2,0.5112469047304999
MURLIDHAR ROY,3,0.5
Stillub,2,0.5
Brian_R,1,0.851908504963
dyu,2,0.3573865294455
riker1,2,0.3718992620705
beekeeper,5,0.5255567908286001
wjpavalko,6,0.3844650238753333
rico72,5,0.35136897563920005
beingakash,1,0.758795619011
ICar,4,0.655619837343675
Mahathirz,1,0.5
AugustoEst,1,0.25670132041
Tonibco6,10,0.40280428826810005
mac,10,0.43091849386700004
oded,3,0.38795910278966667
gkaplan,1,0.902060329914
Angmo,1,0.5
Studvio,1,0.5
rushanarshad,8,0.5453044325113501
dtecres,4,0.77928747236725
iolson,2,0.5
salim,1,0.244621098042
km3,1,0.5
heinb,2,0.2204087227585
loli72,1,0.772890150547
irproject,8,0.664718538522875
Griwen,3,0.42179490129146663
Sintra Air,4,0.3863365277648
habapa,1,0.163322120905
narkase,1,0.903808832169
s161025,3,0.36102975408236665
pedretexksi,1,0.239345282316
BeeWare,2,0.2928035110235
paluigi,1,0.229869902134
mohamedali1993,4,0.677642315626
Rob Purser,46,0.5764414408932108
David Guo,2,0.5
Geert,3,0.5122295618056667
vksgaikwad3,1,0.200630962849
shubham_ingle,1,0.5
SolarEst,1,0.5
prabhu702,1,0.85460627079
Oscarb,1,0.817120075226
Karthikraja Nagendran,2,0.687445163727
jvasudev,12,0.4994217430551417
mdahlb,9,0.6520128448804
hans,35,0.516508340835543
AYAduino,9,0.5160947640737557
JolynLaub,1,0.5
mpo881,1,0.5
homerruma,6,0.4716031948725001
pljevljak,1,0.707419335842
wheato22,8,0.459747668355625
neilh,3,0.540114591519
rickylee64,1,0.5
HydroponicsMAC,8,0.760427460074375
aelizondo,2,0.8681032657625001
pramod,3,0.5364586214223334
Luis_Filipe,3,0.6297233303386667
jpsabo,4,0.4159228131175
Smitty,1,0.5
hickse,3,0.3893557091553333
Coolio11,6,0.3429832061131501
sayanbhattacharyya,1,0.5
hanguyen,4,0.59004969894875
angeloventura,1,0.939544200897
josepbj,1,0.908575296402
dave1829,1,0.5
sinet666,2,0.535128697753
auliandini,2,0.4154339730741
gregp228,1,0.5
sheahudson,1,0.5
dukeofboz,1,0.5
ommakana,1,0.5
disha,4,0.513361848891
froggy2288,1,0.17254793644
jbrh530,1,0.784080803394
sushma,5,0.5278860926628
corbru,1,0.857296764851
superzaffo,1,0.0505921542645
osc.araya,2,0.747400224209
tvmiller,1,0.148620158434
raxpa,2,0.5
petertree,2,0.8307127654555
Hunia,1,0.226322621107
tlowell,1,0.754598557949
abhishekjacob21,9,0.47659882240812224
baoutch,2,0.8708903491494999
TipsEZ,7,0.5976500340871428
samlro,5,0.4124951958656
BSB,18,0.43517953157422773
Campbell St,2,0.6983599066735
Sabeethan,2,0.306495115161
MrMarv,1,0.808692216873
prabhjeet,3,0.6066483656568
ailtonfacanha,1,0.5
scottyratcliffe,1,0.5
raklink,2,0.856968343258
abhinay_shukla,1,0.5
Igor_Klc,1,0.5
myeeth22,1,0.879331290722
tochinet,9,0.49392102824322215
Infinity,5,0.7481292963028
tytower,4,0.5
sky,1,0.867762446404
shuntera,1,0.5
xking3,1,0.5
puneet336,1,0.5
rweiser,1,0.136951625347
igorok,1,0.5
djmobley,1,0.200797021389
arduinoslfan,1,0.5
doh77,1,0.5
mahmoud.eltobgy4@gmail.com,2,0.328844755888
Jos,7,0.41284275906414286
panoss,4,0.32902807742365
Marcelo Rovai,1,0.88419687748
victormh,1,0.256858259439
Jman,1,0.5
drzrudsky34,1,0.285001367331
frenk0,7,0.7031726241111428
dennis55,2,0.646874845028
JuanTV,5,0.26679807901378
wojmonit,2,0.40970335900805
zidan,1,0.5
Athul,4,0.66695475578325
Abhinandan,1,0.282340168953
dozcakir,1,0.848917901516
GOURISH,1,0.795035243034
adrian,3,0.5010961194833333
mtmtntop,3,0.4042826990286667
Atex,2,0.3903137147425
AiR,1,0.30413299799
Piez,15,0.4946105341116
alcapar,3,0.28373363614100006
ashebray,8,0.538769874721625
Diena,4,0.5867396742105
Bulldogbob,1,0.5
valenciaa,1,0.5
deep_kap,2,0.6097311079500001
Sergio_Tolosa,1,0.5
duydt2,1,0.5
Linaa,2,0.6282054781915001
andre_teprom,1,0.5
astrotutor,3,0.7347105741503334
2SEAN2,2,0.9029448628425
Moshe055,2,0.580655276775
npctecnologia@gmail.com,1,0.5
gillesroszak,6,0.6769793629646667
chputney,1,0.5
angy1551,1,0.5
7asson93,1,0.5
blavery,1,0.5
Jerry,3,0.5322565734386666
SteveMcC,2,0.370787009597
jteindl,8,0.3155188411473625
RytisBe,2,0.81296646595
sgmustadio,3,0.5392527381578334
Sommoh,2,0.630727112293
Flying_Dutchman,1,0.5
markInSF,1,0.256390750408
Abraham Levy,1,0.0920280814171
steelbullets,3,0.3137197792531667
tomski,1,0.5
jaysha4,1,0.835874438286
avoletta,5,0.6969734251499999
TheFossil,1,0.137431234121
Khorne666,1,0.877179145813
SankarSaba,2,0.5
abhishek123,1,0.810671329498
herge,2,0.5
kgd,1,0.243076533079
Rakibul Sharif,1,0.5
pilkar,1,0.175994217396
Hafod,2,0.852354198694
Nic Roche,4,0.5482780486345
prince1,1,0.916116058826
TomSim,4,0.60931327939
taity,1,0.136066496372
Edwin,1,0.148376077414
donde,1,0.832812190056
Kavindran,1,0.231414049864
marco508286,3,0.31202674905466665
vceklic,1,0.812629342079
Aususer5,1,0.5
Parth18,1,0.0858857631683
abduu,2,0.536256700754
SESupply,4,0.57419431209575
Michel_J,13,0.44102936295353845
MatHoff,3,0.370922376712
yukimach,2,0.5
jenifferhomes,3,0.4206510285536667
rberkelm,13,0.5301438799270385
fahimhaider,1,0.5
aissam,3,0.6145767966906667
Nasser05,1,0.5
Frog_Qmak,2,0.2242879718545
DavidB,1,0.0832229852676
PlStrss,1,0.5
theindianapple,1,0.755749106407
tgibbs99,1,0.122116088867
parasbhanot,1,0.5
Harikishore,1,0.230710744858
lxx33,3,0.8054718573886667
oskimark1,8,0.578748639673
tom_croft402,1,0.159079819918
ashwinispatil,1,0.833446860313
R_Alberto,7,0.4127369054725714
Syed Rafay,2,0.5006144046785
bubba198,8,0.38758382946250003
lballaty,2,0.7048828601835
nonoise1,1,0.5
1rn07ee058,1,0.5
asadujjaman,2,0.67286247015
Tom_Neverwinter,1,0.5
kniazio,10,0.6146268695592
dsnaith,1,0.878157496452
SweetPeas,2,0.8912202715875
swat_heliket,3,0.7816269199053334
fusdorah,2,0.6896815896035
Amornthep,1,0.5
oddspin,2,0.6779514551165
preseli,2,0.8685027360915
SoggyB,1,0.151316285133
cwhummel,1,0.794324040413
steg,4,0.74114592373375
freedom2000,1,0.79148209095
